Sequential;0;0; 0.565966; 0.448205; 0.0; 0.117761;
MPIOnly;0;1; 0.672723; 0.441964; 0.009087; 0.230759;
MPI+OpenMP;1;1; 0.970653; 0.457268; 0.008815; 0.513384;
MPI+OpenMP;2;1; 0.842420; 0.449411; 0.008545; 0.393009;
MPI+OpenMP;3;1; 0.760962; 0.429304; 0.008905; 0.331658;
MPI+OpenMP;4;1; 0.743351; 0.454386; 0.009116; 0.288965;
MPIOnly;0;3; 0.643654; 0.463404; 0.066061; 0.114189;
MPI+OpenMP;1;3; 0.698340; 0.454281; 0.065432; 0.178627;
MPI+OpenMP;2;3; 0.654456; 0.445704; 0.068095; 0.140657;
MPI+OpenMP;3;3; 0.695540; 0.490160; 0.067271; 0.138107;
MPI+OpenMP;4;3; 0.655723; 0.440375; 0.071234; 0.144113;
MPIOnly;0;5; 0.836362; 0.638596; 0.102807; 0.094957;
MPI+OpenMP;1;5; 0.732057; 0.537719; 0.089249; 0.105087;
MPI+OpenMP;2;5; 0.948589; 0.723023; 0.112124; 0.113439;
MPI+OpenMP;3;5; 0.673145; 0.482107; 0.090878; 0.100159;
MPI+OpenMP;4;5; 0.743268; 0.506257; 0.100008; 0.137003;
MPIOnly;0;9; 0.841716; 0.620963; 0.144841; 0.075911;
MPI+OpenMP;1;9; 0.908611; 0.667575; 0.141393; 0.099642;
MPI+OpenMP;2;9; 0.988261; 0.704672; 0.153529; 0.130058;
MPI+OpenMP;3;9; 1.006978; 0.689670; 0.144251; 0.173053;
MPI+OpenMP;4;9; 1.056807; 0.624064; 0.152614; 0.280128;
Sequential;0;0; 0.569372; 0.453713; 0.0; 0.115659;
MPIOnly;0;1; 0.675006; 0.442167; 0.008745; 0.232839;
MPI+OpenMP;1;1; 0.980999; 0.450487; 0.008415; 0.530512;
MPI+OpenMP;2;1; 0.815162; 0.426673; 0.009340; 0.388489;
MPI+OpenMP;3;1; 0.744572; 0.434841; 0.009136; 0.309731;
MPI+OpenMP;4;1; 0.714298; 0.420062; 0.008638; 0.294236;
MPIOnly;0;3; 0.646706; 0.465866; 0.064639; 0.116201;
MPI+OpenMP;1;3; 0.669617; 0.442372; 0.061604; 0.165641;
MPI+OpenMP;2;3; 0.683859; 0.451780; 0.076859; 0.155219;
MPI+OpenMP;3;3; 0.644912; 0.453059; 0.066194; 0.125659;
MPI+OpenMP;4;3; 0.668470; 0.464209; 0.074657; 0.129604;
MPIOnly;0;5; 0.815451; 0.645195; 0.093669; 0.076585;
MPI+OpenMP;1;5; 0.856137; 0.625402; 0.126703; 0.104032;
MPI+OpenMP;2;5; 0.682596; 0.471379; 0.100954; 0.110262;
MPI+OpenMP;3;5; 0.656923; 0.471747; 0.090360; 0.094816;
MPI+OpenMP;4;5; 0.704964; 0.470309; 0.099135; 0.135518;
MPIOnly;0;9; 0.929032; 0.717933; 0.145003; 0.066093;
MPI+OpenMP;1;9; 0.972270; 0.725920; 0.165223; 0.081123;
MPI+OpenMP;2;9; 0.846825; 0.584334; 0.145275; 0.117215;
MPI+OpenMP;3;9; 0.963705; 0.651004; 0.188278; 0.124419;
MPI+OpenMP;4;9; 1.276707; 0.759278; 0.159071; 0.358357;
Sequential;0;0; 0.520732; 0.409083; 0.0; 0.111649;
MPIOnly;0;1; 0.680447; 0.453706; 0.010074; 0.226741;
MPI+OpenMP;1;1; 0.964596; 0.440658; 0.009114; 0.523938;
MPI+OpenMP;2;1; 0.830392; 0.450299; 0.008499; 0.380092;
MPI+OpenMP;3;1; 0.755945; 0.433599; 0.008452; 0.322346;
MPI+OpenMP;4;1; 0.706520; 0.419835; 0.008636; 0.286685;
MPIOnly;0;3; 0.660266; 0.470998; 0.065036; 0.124230;
