Sequential;0;0; 0.029045; 0.015204; 0.0; 0.013840;
MPIOnly;0;1; 0.036048; 0.022276; 0.008921; 0.013772;
MPI+OpenMP;1;1; 0.046863; 0.023860; 0.008466; 0.023002;
MPI+OpenMP;2;1; 0.038791; 0.023238; 0.008601; 0.015552;
MPI+OpenMP;3;1; 0.036107; 0.022797; 0.008965; 0.013310;
MPI+OpenMP;4;1; 0.035270; 0.023065; 0.008673; 0.012205;
MPIOnly;0;3; 0.041286; 0.013660; 0.018955; 0.008670;
MPI+OpenMP;1;3; 0.042522; 0.014256; 0.018321; 0.009945;
MPI+OpenMP;2;3; 0.041260; 0.014268; 0.018580; 0.008412;
MPI+OpenMP;3;3; 0.043354; 0.014291; 0.021131; 0.007932;
MPI+OpenMP;4;3; 0.048660; 0.014193; 0.018791; 0.015675;
MPIOnly;0;5; 0.055741; 0.015125; 0.032769; 0.007846;
MPI+OpenMP;1;5; 0.052007; 0.015554; 0.028774; 0.007678;
MPI+OpenMP;2;5; 0.056465; 0.013968; 0.034089; 0.008407;
MPI+OpenMP;3;5; 0.057921; 0.014367; 0.029675; 0.013878;
MPI+OpenMP;4;5; 0.061702; 0.014773; 0.029406; 0.017523;
MPIOnly;0;9; 0.081646; 0.023534; 0.050666; 0.007444;
MPI+OpenMP;1;9; 0.074578; 0.015312; 0.052813; 0.006453;
MPI+OpenMP;2;9; 0.098685; 0.025697; 0.065481; 0.007507;
MPI+OpenMP;3;9; 0.110868; 0.014575; 0.060103; 0.036188;
MPI+OpenMP;4;9; 0.175295; 0.013958; 0.079417; 0.081918;
Sequential;0;0; 0.025423; 0.015281; 0.0; 0.010142;
MPIOnly;0;1; 0.035842; 0.022004; 0.008324; 0.013838;
MPI+OpenMP;1;1; 0.044526; 0.022219; 0.008220; 0.022307;
MPI+OpenMP;2;1; 0.038913; 0.023313; 0.008798; 0.015600;
MPI+OpenMP;3;1; 0.037949; 0.024490; 0.009145; 0.013457;
MPI+OpenMP;4;1; 0.035129; 0.022778; 0.008514; 0.012351;
MPIOnly;0;3; 0.041558; 0.013559; 0.018684; 0.009314;
MPI+OpenMP;1;3; 0.042566; 0.014339; 0.018629; 0.009598;
MPI+OpenMP;2;3; 0.045091; 0.014097; 0.018617; 0.012376;
MPI+OpenMP;3;3; 0.040615; 0.014587; 0.018807; 0.007221;
MPI+OpenMP;4;3; 0.042086; 0.014457; 0.018194; 0.009434;
MPIOnly;0;5; 0.050741; 0.014430; 0.028870; 0.007439;
MPI+OpenMP;1;5; 0.051327; 0.014463; 0.029309; 0.007553;
MPI+OpenMP;2;5; 0.060440; 0.015417; 0.031019; 0.014002;
MPI+OpenMP;3;5; 0.062663; 0.015165; 0.033494; 0.014003;
MPI+OpenMP;4;5; 0.064203; 0.014679; 0.041192; 0.008332;
MPIOnly;0;9; 0.070940; 0.014997; 0.050943; 0.004998;
MPI+OpenMP;1;9; 0.082053; 0.024826; 0.050553; 0.006672;
MPI+OpenMP;2;9; 0.094212; 0.025897; 0.062070; 0.006243;
MPI+OpenMP;3;9; 0.125851; 0.018498; 0.072532; 0.034817;
MPI+OpenMP;4;9; 0.199829; 0.014165; 0.128411; 0.057251;
Sequential;0;0; 0.025460; 0.015829; 0.0; 0.009631;
MPIOnly;0;1; 0.034920; 0.021771; 0.008249; 0.013148;
MPI+OpenMP;1;1; 0.047342; 0.023353; 0.008602; 0.023989;
MPI+OpenMP;2;1; 0.039118; 0.023902; 0.008916; 0.015216;
MPI+OpenMP;3;1; 0.037278; 0.023797; 0.008975; 0.013481;
MPI+OpenMP;4;1; 0.035736; 0.023277; 0.008660; 0.012458;
MPIOnly;0;3; 0.040177; 0.013651; 0.017972; 0.008554;
MPI+OpenMP;1;3; 0.043178; 0.014771; 0.018695; 0.009712;
MPI+OpenMP;2;3; 0.043212; 0.015297; 0.019269; 0.008644;
MPI+OpenMP;3;3; 0.050089; 0.015245; 0.026570; 0.008274;
MPI+OpenMP;4;3; 0.042707; 0.014181; 0.018046; 0.010479;
MPIOnly;0;5; 0.051086; 0.013895; 0.029389; 0.007801;
MPI+OpenMP;1;5; 0.051379; 0.014315; 0.029350; 0.007714;
MPI+OpenMP;2;5; 0.059445; 0.014990; 0.037038; 0.007416;
MPI+OpenMP;3;5; 0.053581; 0.013827; 0.031244; 0.008510;
MPI+OpenMP;4;5; 0.061573; 0.014340; 0.031516; 0.015716;
MPIOnly;0;9; 0.075137; 0.014411; 0.054066; 0.006657;
MPI+OpenMP;1;9; 0.072721; 0.013844; 0.052197; 0.006679;
MPI+OpenMP;2;9; 0.092938; 0.023500; 0.062826; 0.006609;
MPI+OpenMP;3;9; 0.136432; 0.014791; 0.053701; 0.067938;
MPI+OpenMP;4;9; 0.340213; 0.025240; 0.126698; 0.188272;
Sequential;0;0; 0.025613; 0.015642; 0.0; 0.009971;
MPIOnly;0;1; 0.036044; 0.022359; 0.008421; 0.013685;
MPI+OpenMP;1;1; 0.045303; 0.023297; 0.008785; 0.022006;
MPI+OpenMP;2;1; 0.038455; 0.023551; 0.008983; 0.014904;
MPI+OpenMP;3;1; 0.037097; 0.023429; 0.009024; 0.013668;
MPI+OpenMP;4;1; 0.035553; 0.023197; 0.008700; 0.012356;
MPIOnly;0;3; 0.045286; 0.015180; 0.021018; 0.009087;
MPI+OpenMP;1;3; 0.044405; 0.015192; 0.018598; 0.010613;
MPI+OpenMP;2;3; 0.048180; 0.014440; 0.025773; 0.007967;
MPI+OpenMP;3;3; 0.041566; 0.014405; 0.017715; 0.009446;
MPI+OpenMP;4;3; 0.041780; 0.014707; 0.017998; 0.009075;
MPIOnly;0;5; 0.051207; 0.013760; 0.029966; 0.007481;
MPI+OpenMP;1;5; 0.050818; 0.014605; 0.028828; 0.007384;
MPI+OpenMP;2;5; 0.051594; 0.014545; 0.029635; 0.007414;
MPI+OpenMP;3;5; 0.059481; 0.015045; 0.029971; 0.014462;
MPI+OpenMP;4;5; 0.061222; 0.014528; 0.039463; 0.007231;
MPIOnly;0;9; 0.074043; 0.016248; 0.052491; 0.005302;
MPI+OpenMP;1;9; 0.084485; 0.025420; 0.051627; 0.007436;
MPI+OpenMP;2;9; 0.084511; 0.013556; 0.054369; 0.016585;
MPI+OpenMP;3;9; 0.116741; 0.018200; 0.065669; 0.032871;
MPI+OpenMP;4;9; 0.220634; 0.024285; 0.116013; 0.080335;
Sequential;0;0; 0.025227; 0.014773; 0.0; 0.010454;
MPIOnly;0;1; 0.035565; 0.021874; 0.008531; 0.013691;
MPI+OpenMP;1;1; 0.045328; 0.023787; 0.008801; 0.021541;
MPI+OpenMP;2;1; 0.039287; 0.024054; 0.009147; 0.015233;
MPI+OpenMP;3;1; 0.036591; 0.022542; 0.008316; 0.014048;
MPI+OpenMP;4;1; 0.034782; 0.022749; 0.008546; 0.012033;
MPIOnly;0;3; 0.041097; 0.014112; 0.018669; 0.008313;
MPI+OpenMP;1;3; 0.044036; 0.015072; 0.018554; 0.010410;
MPI+OpenMP;2;3; 0.040595; 0.013821; 0.018691; 0.008083;
MPI+OpenMP;3;3; 0.048479; 0.014509; 0.018599; 0.015370;
MPI+OpenMP;4;3; 0.042232; 0.014717; 0.019669; 0.007845;
MPIOnly;0;5; 0.051787; 0.013125; 0.031147; 0.007514;
MPI+OpenMP;1;5; 0.052924; 0.015157; 0.030697; 0.007069;
MPI+OpenMP;2;5; 0.061281; 0.014540; 0.036041; 0.010699;
MPI+OpenMP;3;5; 0.061949; 0.014685; 0.029447; 0.017816;
MPI+OpenMP;4;5; 0.061760; 0.014154; 0.030813; 0.016793;
MPIOnly;0;9; 0.071641; 0.014174; 0.051652; 0.005813;
MPI+OpenMP;1;9; 0.075765; 0.014762; 0.053674; 0.007328;
MPI+OpenMP;2;9; 0.089672; 0.016114; 0.066600; 0.006956;
MPI+OpenMP;3;9; 0.123318; 0.023016; 0.070974; 0.029328;
MPI+OpenMP;4;9; 0.215251; 0.024212; 0.074260; 0.116779;
Sequential;0;0; 0.026245; 0.014814; 0.0; 0.011431;
MPIOnly;0;1; 0.036363; 0.022333; 0.008692; 0.014030;
MPI+OpenMP;1;1; 0.045178; 0.023269; 0.008742; 0.021909;
MPI+OpenMP;2;1; 0.038439; 0.023206; 0.008739; 0.015232;
MPI+OpenMP;3;1; 0.037365; 0.023881; 0.009037; 0.013484;
MPI+OpenMP;4;1; 0.038707; 0.025308; 0.009666; 0.013399;
MPIOnly;0;3; 0.043287; 0.014599; 0.019271; 0.009417;
MPI+OpenMP;1;3; 0.044275; 0.014665; 0.018561; 0.011048;
MPI+OpenMP;2;3; 0.041565; 0.013857; 0.019330; 0.008377;
MPI+OpenMP;3;3; 0.046705; 0.014037; 0.018271; 0.014397;
MPI+OpenMP;4;3; 0.046628; 0.014577; 0.018071; 0.013978;
MPIOnly;0;5; 0.051295; 0.014155; 0.029640; 0.007500;
MPI+OpenMP;1;5; 0.051630; 0.014348; 0.029203; 0.008079;
MPI+OpenMP;2;5; 0.060651; 0.015119; 0.029372; 0.016159;
MPI+OpenMP;3;5; 0.060662; 0.014854; 0.032717; 0.013091;
MPI+OpenMP;4;5; 0.068361; 0.014978; 0.037698; 0.015684;
MPIOnly;0;9; 0.080574; 0.024393; 0.050767; 0.005413;
MPI+OpenMP;1;9; 0.083605; 0.024082; 0.053187; 0.006334;
MPI+OpenMP;2;9; 0.095365; 0.026394; 0.062303; 0.006668;
MPI+OpenMP;3;9; 0.109385; 0.015148; 0.056534; 0.037700;
MPI+OpenMP;4;9; 0.301505; 0.025618; 0.147819; 0.128065;
Sequential;0;0; 0.024887; 0.014941; 0.0; 0.009946;
MPIOnly;0;1; 0.036198; 0.022358; 0.008522; 0.013840;
MPI+OpenMP;1;1; 0.046304; 0.023757; 0.008916; 0.022547;
MPI+OpenMP;2;1; 0.038683; 0.023524; 0.008577; 0.015159;
MPI+OpenMP;3;1; 0.037973; 0.024315; 0.009275; 0.013658;
MPI+OpenMP;4;1; 0.036104; 0.023379; 0.009226; 0.012725;
MPIOnly;0;3; 0.041508; 0.013745; 0.018490; 0.009272;
MPI+OpenMP;1;3; 0.041375; 0.013793; 0.018347; 0.009235;
MPI+OpenMP;2;3; 0.043655; 0.014509; 0.018453; 0.010692;
MPI+OpenMP;3;3; 0.049984; 0.014734; 0.027478; 0.007772;
MPI+OpenMP;4;3; 0.042051; 0.016262; 0.018232; 0.007556;
MPIOnly;0;5; 0.051336; 0.014036; 0.030618; 0.006680;
MPI+OpenMP;1;5; 0.052196; 0.014566; 0.029501; 0.008129;
MPI+OpenMP;2;5; 0.061324; 0.015453; 0.038274; 0.007596;
MPI+OpenMP;3;5; 0.059520; 0.014824; 0.037595; 0.007100;
MPI+OpenMP;4;5; 0.062036; 0.015378; 0.039320; 0.007338;
MPIOnly;0;9; 0.082740; 0.025021; 0.051838; 0.005881;
MPI+OpenMP;1;9; 0.084922; 0.025758; 0.053091; 0.006071;
MPI+OpenMP;2;9; 0.088928; 0.019929; 0.062476; 0.006521;
MPI+OpenMP;3;9; 0.133608; 0.025794; 0.060763; 0.047048;
MPI+OpenMP;4;9; 0.169130; 0.025766; 0.112593; 0.030771;
Sequential;0;0; 0.024695; 0.014746; 0.0; 0.009949;
MPIOnly;0;1; 0.035156; 0.021712; 0.008490; 0.013444;
MPI+OpenMP;1;1; 0.044878; 0.022911; 0.008820; 0.021967;
MPI+OpenMP;2;1; 0.038307; 0.023043; 0.008690; 0.015264;
MPI+OpenMP;3;1; 0.037226; 0.023355; 0.008952; 0.013870;
MPI+OpenMP;4;1; 0.036243; 0.023950; 0.008624; 0.012293;
MPIOnly;0;3; 0.040388; 0.013994; 0.017762; 0.008631;
MPI+OpenMP;1;3; 0.042986; 0.014692; 0.018264; 0.010030;
MPI+OpenMP;2;3; 0.044353; 0.013558; 0.022531; 0.008264;
MPI+OpenMP;3;3; 0.044080; 0.015663; 0.020082; 0.008334;
MPI+OpenMP;4;3; 0.040188; 0.014171; 0.018846; 0.007171;
MPIOnly;0;5; 0.051189; 0.014089; 0.029542; 0.007558;
MPI+OpenMP;1;5; 0.050675; 0.014465; 0.028222; 0.007985;
MPI+OpenMP;2;5; 0.058185; 0.014246; 0.029147; 0.014791;
MPI+OpenMP;3;5; 0.050821; 0.014078; 0.029222; 0.007521;
MPI+OpenMP;4;5; 0.060170; 0.014049; 0.033860; 0.012260;
MPIOnly;0;9; 0.081667; 0.024548; 0.050921; 0.006197;
MPI+OpenMP;1;9; 0.080081; 0.014485; 0.058229; 0.007366;
MPI+OpenMP;2;9; 0.097138; 0.024888; 0.054129; 0.018120;
MPI+OpenMP;3;9; 0.126522; 0.025781; 0.061869; 0.038869;
MPI+OpenMP;4;9; 0.176452; 0.015408; 0.126702; 0.034339;
Sequential;0;0; 0.027894; 0.016295; 0.0; 0.011599;
MPIOnly;0;1; 0.036033; 0.022686; 0.008716; 0.013347;
MPI+OpenMP;1;1; 0.048141; 0.024083; 0.008756; 0.024058;
MPI+OpenMP;2;1; 0.038140; 0.022461; 0.008298; 0.015679;
MPI+OpenMP;3;1; 0.037006; 0.022997; 0.008446; 0.014009;
MPI+OpenMP;4;1; 0.035598; 0.023378; 0.008662; 0.012220;
MPIOnly;0;3; 0.041259; 0.013773; 0.018482; 0.009004;
MPI+OpenMP;1;3; 0.042649; 0.014136; 0.018530; 0.009983;
MPI+OpenMP;2;3; 0.044453; 0.014870; 0.020250; 0.009332;
MPI+OpenMP;3;3; 0.046870; 0.013834; 0.025242; 0.007793;
MPI+OpenMP;4;3; 0.050333; 0.014398; 0.018693; 0.017241;
MPIOnly;0;5; 0.052429; 0.014210; 0.030174; 0.008043;
MPI+OpenMP;1;5; 0.053224; 0.014585; 0.031150; 0.007489;
MPI+OpenMP;2;5; 0.059655; 0.014504; 0.038536; 0.006614;
MPI+OpenMP;3;5; 0.060836; 0.014886; 0.029847; 0.016102;
MPI+OpenMP;4;5; 0.060601; 0.015167; 0.029518; 0.015914;
MPIOnly;0;9; 0.071689; 0.013822; 0.051674; 0.006192;
MPI+OpenMP;1;9; 0.073823; 0.014675; 0.051740; 0.007407;
MPI+OpenMP;2;9; 0.081622; 0.014269; 0.054488; 0.012865;
MPI+OpenMP;3;9; 0.158470; 0.026119; 0.101091; 0.031258;
MPI+OpenMP;4;9; 0.216270; 0.026458; 0.066846; 0.122961;
Sequential;0;0; 0.026929; 0.015294; 0.0; 0.011635;
MPIOnly;0;1; 0.035616; 0.023100; 0.009182; 0.012516;
MPI+OpenMP;1;1; 0.044161; 0.022592; 0.008675; 0.021569;
MPI+OpenMP;2;1; 0.039090; 0.024150; 0.009115; 0.014940;
MPI+OpenMP;3;1; 0.037055; 0.023193; 0.008241; 0.013861;
MPI+OpenMP;4;1; 0.034777; 0.022511; 0.008284; 0.012266;
MPIOnly;0;3; 0.041103; 0.014352; 0.018786; 0.007964;
MPI+OpenMP;1;3; 0.043237; 0.014282; 0.018837; 0.010117;
MPI+OpenMP;2;3; 0.042564; 0.014090; 0.020196; 0.008278;
MPI+OpenMP;3;3; 0.041333; 0.014664; 0.018021; 0.008647;
MPI+OpenMP;4;3; 0.048158; 0.014682; 0.025614; 0.007861;
MPIOnly;0;5; 0.050823; 0.013403; 0.030048; 0.007372;
MPI+OpenMP;1;5; 0.051839; 0.014414; 0.029895; 0.007529;
MPI+OpenMP;2;5; 0.054085; 0.014814; 0.032156; 0.007114;
MPI+OpenMP;3;5; 0.061298; 0.015124; 0.039053; 0.007119;
MPI+OpenMP;4;5; 0.068572; 0.018208; 0.032701; 0.017662;
MPIOnly;0;9; 0.072767; 0.016768; 0.050669; 0.005328;
MPI+OpenMP;1;9; 0.084511; 0.024546; 0.053690; 0.006273;
MPI+OpenMP;2;9; 0.084337; 0.013769; 0.064140; 0.006428;
MPI+OpenMP;3;9; 0.118748; 0.014939; 0.052078; 0.051730;
MPI+OpenMP;4;9; 0.220973; 0.025075; 0.094435; 0.101463;
Sequential;0;0; 0.024413; 0.014817; 0.0; 0.009595;
MPIOnly;0;1; 0.036306; 0.022674; 0.008700; 0.013632;
MPI+OpenMP;1;1; 0.046208; 0.023696; 0.008360; 0.022512;
MPI+OpenMP;2;1; 0.038243; 0.023799; 0.008866; 0.014444;
MPI+OpenMP;3;1; 0.036418; 0.022615; 0.008560; 0.013803;
MPI+OpenMP;4;1; 0.035315; 0.023490; 0.008582; 0.011825;
MPIOnly;0;3; 0.040473; 0.013386; 0.018262; 0.008825;
MPI+OpenMP;1;3; 0.047787; 0.014140; 0.019360; 0.014287;
MPI+OpenMP;2;3; 0.043246; 0.015339; 0.019346; 0.008561;
MPI+OpenMP;3;3; 0.042210; 0.014658; 0.020240; 0.007310;
MPI+OpenMP;4;3; 0.046721; 0.013588; 0.026255; 0.006875;
MPIOnly;0;5; 0.051267; 0.013801; 0.029722; 0.007743;
MPI+OpenMP;1;5; 0.053052; 0.015461; 0.029684; 0.007906;
MPI+OpenMP;2;5; 0.057718; 0.014569; 0.029560; 0.013588;
MPI+OpenMP;3;5; 0.051704; 0.014335; 0.030202; 0.007167;
MPI+OpenMP;4;5; 0.060773; 0.014591; 0.030677; 0.015503;
MPIOnly;0;9; 0.089157; 0.026293; 0.057221; 0.005643;
MPI+OpenMP;1;9; 0.083735; 0.024271; 0.052759; 0.006704;
MPI+OpenMP;2;9; 0.093155; 0.020158; 0.066521; 0.006473;
MPI+OpenMP;3;9; 0.134135; 0.024572; 0.060374; 0.049188;
MPI+OpenMP;4;9; 0.230980; 0.024720; 0.052848; 0.153409;
Sequential;0;0; 0.023455; 0.014527; 0.0; 0.008928;
MPIOnly;0;1; 0.036071; 0.022344; 0.008591; 0.013727;
MPI+OpenMP;1;1; 0.045564; 0.023471; 0.008911; 0.022093;
MPI+OpenMP;2;1; 0.038197; 0.022593; 0.008752; 0.015604;
MPI+OpenMP;3;1; 0.037939; 0.023627; 0.008830; 0.014312;
MPI+OpenMP;4;1; 0.035598; 0.023415; 0.008355; 0.012183;
MPIOnly;0;3; 0.041682; 0.013499; 0.018398; 0.009784;
MPI+OpenMP;1;3; 0.041500; 0.013724; 0.018126; 0.009650;
MPI+OpenMP;2;3; 0.040690; 0.014039; 0.018141; 0.008510;
MPI+OpenMP;3;3; 0.043306; 0.016557; 0.019353; 0.007394;
MPI+OpenMP;4;3; 0.040285; 0.014385; 0.018847; 0.007052;
MPIOnly;0;5; 0.050886; 0.013641; 0.030067; 0.007177;
MPI+OpenMP;1;5; 0.051863; 0.014936; 0.029007; 0.007918;
MPI+OpenMP;2;5; 0.059612; 0.015148; 0.030067; 0.014397;
MPI+OpenMP;3;5; 0.066398; 0.015150; 0.037881; 0.013366;
MPI+OpenMP;4;5; 0.062497; 0.014365; 0.038638; 0.009493;
MPIOnly;0;9; 0.071761; 0.014880; 0.050906; 0.005975;
MPI+OpenMP;1;9; 0.083423; 0.024639; 0.051710; 0.007072;
MPI+OpenMP;2;9; 0.097507; 0.015083; 0.075640; 0.006782;
MPI+OpenMP;3;9; 0.124964; 0.024958; 0.081118; 0.018888;
MPI+OpenMP;4;9; 0.414822; 0.019011; 0.060173; 0.335634;
Sequential;0;0; 0.028037; 0.016093; 0.0; 0.011944;
MPIOnly;0;1; 0.036356; 0.022649; 0.008823; 0.013706;
MPI+OpenMP;1;1; 0.044304; 0.022603; 0.008576; 0.021701;
MPI+OpenMP;2;1; 0.039002; 0.023715; 0.008770; 0.015287;
MPI+OpenMP;3;1; 0.037147; 0.023349; 0.008495; 0.013798;
MPI+OpenMP;4;1; 0.035215; 0.023020; 0.008443; 0.012195;
MPIOnly;0;3; 0.041312; 0.013396; 0.018817; 0.009099;
MPI+OpenMP;1;3; 0.044213; 0.014855; 0.018384; 0.010974;
MPI+OpenMP;2;3; 0.049628; 0.014508; 0.017919; 0.017200;
MPI+OpenMP;3;3; 0.048080; 0.014655; 0.025595; 0.007829;
MPI+OpenMP;4;3; 0.042004; 0.015281; 0.019613; 0.007110;
MPIOnly;0;5; 0.051573; 0.013993; 0.029325; 0.008253;
MPI+OpenMP;1;5; 0.051765; 0.014849; 0.029295; 0.007620;
MPI+OpenMP;2;5; 0.060022; 0.015394; 0.036521; 0.008107;
MPI+OpenMP;3;5; 0.059428; 0.014847; 0.028919; 0.015662;
MPI+OpenMP;4;5; 0.063930; 0.015192; 0.041192; 0.007545;
MPIOnly;0;9; 0.086089; 0.024327; 0.054707; 0.007052;
