Sequential;0;0; 0.543488; 0.320821; 0.0; 0.222666;
MPIOnly;0;1; 0.541773; 0.319444; 0.009417; 0.222329;
MPI+OpenMP;1;1; 0.711735; 0.330090; 0.008855; 0.381645;
MPI+OpenMP;2;1; 0.613991; 0.345216; 0.009845; 0.268775;
MPI+OpenMP;3;1; 0.533301; 0.315830; 0.009409; 0.217471;
MPI+OpenMP;4;1; 0.539667; 0.350160; 0.009732; 0.189507;
MPIOnly;0;3; 0.534170; 0.350553; 0.043233; 0.140384;
MPI+OpenMP;1;3; 0.514267; 0.334437; 0.043658; 0.136170;
MPI+OpenMP;2;3; 0.504393; 0.338943; 0.046482; 0.118968;
MPI+OpenMP;3;3; 0.533341; 0.368986; 0.066263; 0.098092;
MPI+OpenMP;4;3; 0.523694; 0.354438; 0.049182; 0.120073;
MPIOnly;0;5; 0.641575; 0.455926; 0.068739; 0.116910;
MPI+OpenMP;1;5; 0.611712; 0.404910; 0.073363; 0.133438;
MPI+OpenMP;2;5; 0.489605; 0.343222; 0.068809; 0.077572;
MPI+OpenMP;3;5; 0.584902; 0.388526; 0.078084; 0.118290;
MPI+OpenMP;4;5; 0.528709; 0.354745; 0.068229; 0.105732;
MPIOnly;0;9; 0.690270; 0.498568; 0.132000; 0.059698;
MPI+OpenMP;1;9; 0.649694; 0.456348; 0.103629; 0.089714;
MPI+OpenMP;2;9; 0.733378; 0.502789; 0.150789; 0.079800;
MPI+OpenMP;3;9; 0.753529; 0.473552; 0.154822; 0.125155;
MPI+OpenMP;4;9; 0.912266; 0.450100; 0.116476; 0.345687;
Sequential;0;0; 0.476807; 0.321264; 0.0; 0.155543;
MPIOnly;0;1; 0.509833; 0.292324; 0.008390; 0.217509;
MPI+OpenMP;1;1; 0.683723; 0.306828; 0.008634; 0.376895;
MPI+OpenMP;2;1; 0.582074; 0.318813; 0.008614; 0.263261;
MPI+OpenMP;3;1; 0.521442; 0.319333; 0.008615; 0.202108;
MPI+OpenMP;4;1; 0.527872; 0.313237; 0.008353; 0.214635;
MPIOnly;0;3; 0.490961; 0.326842; 0.040384; 0.123733;
MPI+OpenMP;1;3; 0.514906; 0.331953; 0.040645; 0.142307;
MPI+OpenMP;2;3; 0.488575; 0.339681; 0.042654; 0.106240;
MPI+OpenMP;3;3; 0.454917; 0.320936; 0.041149; 0.092830;
MPI+OpenMP;4;3; 0.491278; 0.337604; 0.046758; 0.106916;
MPIOnly;0;5; 0.481629; 0.349720; 0.059790; 0.072118;
MPI+OpenMP;1;5; 0.541907; 0.348173; 0.065213; 0.128516;
MPI+OpenMP;2;5; 0.502978; 0.348441; 0.064293; 0.090243;
MPI+OpenMP;3;5; 0.490272; 0.350707; 0.066200; 0.073363;
MPI+OpenMP;4;5; 0.665284; 0.497866; 0.068706; 0.098712;
MPIOnly;0;9; 0.565748; 0.390156; 0.111611; 0.063979;
MPI+OpenMP;1;9; 0.684353; 0.490389; 0.107512; 0.086450;
MPI+OpenMP;2;9; 0.702474; 0.500523; 0.114461; 0.087490;
MPI+OpenMP;3;9; 0.734339; 0.492011; 0.136142; 0.106181;
MPI+OpenMP;4;9; 0.794656; 0.482538; 0.121944; 0.190170;
Sequential;0;0; 0.525015; 0.301341; 0.0; 0.223674;
MPIOnly;0;1; 0.530584; 0.311856; 0.008850; 0.218728;
MPI+OpenMP;1;1; 0.744244; 0.358245; 0.008348; 0.385999;
MPI+OpenMP;2;1; 0.575446; 0.313739; 0.008780; 0.261707;
MPI+OpenMP;3;1; 0.498232; 0.304177; 0.008858; 0.194055;
MPI+OpenMP;4;1; 0.496261; 0.315532; 0.008616; 0.180729;
MPIOnly;0;3; 0.480744; 0.322109; 0.041112; 0.117521;
MPI+OpenMP;1;3; 0.506750; 0.320016; 0.044253; 0.142479;
MPI+OpenMP;2;3; 0.476435; 0.327479; 0.041333; 0.107623;
MPI+OpenMP;3;3; 0.449314; 0.319186; 0.041961; 0.088166;
MPI+OpenMP;4;3; 0.496276; 0.349521; 0.042483; 0.104272;
MPIOnly;0;5; 0.469747; 0.341289; 0.059074; 0.069384;
MPI+OpenMP;1;5; 0.499364; 0.346455; 0.069531; 0.083377;
MPI+OpenMP;2;5; 0.609805; 0.456842; 0.062750; 0.090213;
MPI+OpenMP;3;5; 0.610196; 0.470133; 0.066616; 0.073446;
MPI+OpenMP;4;5; 0.555564; 0.398294; 0.063811; 0.093459;
MPIOnly;0;9; 0.653997; 0.479400; 0.100720; 0.073874;
MPI+OpenMP;1;9; 0.555937; 0.377781; 0.097629; 0.080527;
MPI+OpenMP;2;9; 0.599826; 0.406823; 0.103562; 0.089440;
MPI+OpenMP;3;9; 0.669633; 0.446965; 0.103447; 0.119220;
MPI+OpenMP;4;9; 0.786138; 0.444725; 0.141340; 0.200072;
Sequential;0;0; 0.504960; 0.309398; 0.0; 0.195562;
MPIOnly;0;1; 0.538050; 0.316879; 0.008853; 0.221171;
MPI+OpenMP;1;1; 0.699918; 0.321038; 0.008442; 0.378880;
MPI+OpenMP;2;1; 0.561683; 0.314329; 0.008571; 0.247354;
MPI+OpenMP;3;1; 0.507864; 0.309471; 0.008939; 0.198393;
MPI+OpenMP;4;1; 0.497424; 0.321642; 0.008537; 0.175782;
MPIOnly;0;3; 0.483144; 0.318322; 0.042070; 0.122750;
MPI+OpenMP;1;3; 0.499000; 0.318666; 0.041462; 0.138871;
MPI+OpenMP;2;3; 0.491026; 0.339408; 0.040745; 0.110873;
MPI+OpenMP;3;3; 0.453292; 0.322464; 0.040287; 0.090540;
MPI+OpenMP;4;3; 0.505925; 0.353999; 0.043623; 0.108303;
MPIOnly;0;5; 0.554339; 0.388550; 0.093462; 0.072327;
MPI+OpenMP;1;5; 0.523660; 0.348631; 0.089534; 0.085492;
MPI+OpenMP;2;5; 0.661374; 0.499830; 0.072229; 0.089313;
MPI+OpenMP;3;5; 0.490035; 0.351819; 0.065297; 0.072916;
MPI+OpenMP;4;5; 0.651358; 0.489983; 0.087696; 0.073679;
MPIOnly;0;9; 0.615277; 0.448107; 0.117495; 0.049674;
MPI+OpenMP;1;9; 0.580311; 0.405715; 0.118868; 0.055725;
MPI+OpenMP;2;9; 0.629928; 0.446862; 0.118831; 0.064231;
MPI+OpenMP;3;9; 0.729874; 0.482571; 0.111309; 0.135993;
MPI+OpenMP;4;9; 0.778302; 0.387299; 0.103764; 0.287236;
Sequential;0;0; 0.456821; 0.300798; 0.0; 0.156022;
MPIOnly;0;1; 0.529315; 0.308852; 0.008610; 0.220463;
MPI+OpenMP;1;1; 0.698888; 0.327687; 0.008885; 0.371201;
MPI+OpenMP;2;1; 0.566841; 0.311249; 0.008468; 0.255592;
MPI+OpenMP;3;1; 0.530198; 0.322115; 0.008658; 0.208083;
MPI+OpenMP;4;1; 0.494818; 0.324477; 0.009507; 0.170341;
MPIOnly;0;3; 0.493827; 0.325900; 0.047284; 0.120641;
MPI+OpenMP;1;3; 0.603323; 0.332960; 0.045837; 0.224525;
MPI+OpenMP;2;3; 0.472487; 0.323778; 0.041285; 0.107422;
MPI+OpenMP;3;3; 0.440185; 0.313213; 0.040797; 0.086175;
MPI+OpenMP;4;3; 0.479182; 0.330837; 0.042566; 0.105778;
MPIOnly;0;5; 0.459341; 0.327897; 0.061448; 0.069992;
MPI+OpenMP;1;5; 0.492552; 0.345631; 0.063382; 0.083538;
MPI+OpenMP;2;5; 0.639003; 0.487849; 0.083851; 0.067302;
MPI+OpenMP;3;5; 0.589178; 0.449417; 0.062983; 0.076778;
MPI+OpenMP;4;5; 0.510073; 0.348129; 0.090176; 0.071766;
MPIOnly;0;9; 0.561587; 0.396142; 0.094103; 0.071340;
MPI+OpenMP;1;9; 0.593285; 0.415585; 0.096846; 0.080852;
MPI+OpenMP;2;9; 0.657652; 0.476559; 0.094847; 0.086243;
MPI+OpenMP;3;9; 0.732903; 0.505218; 0.173676; 0.054007;
MPI+OpenMP;4;9; 0.806602; 0.482023; 0.131836; 0.192741;
Sequential;0;0; 0.487068; 0.297327; 0.0; 0.189741;
MPIOnly;0;1; 0.531753; 0.305980; 0.008393; 0.225772;
MPI+OpenMP;1;1; 0.683295; 0.304369; 0.008548; 0.378926;
MPI+OpenMP;2;1; 0.689955; 0.443752; 0.008702; 0.246203;
MPI+OpenMP;3;1; 0.526931; 0.322398; 0.008579; 0.204533;
MPI+OpenMP;4;1; 0.487442; 0.313865; 0.008592; 0.173577;
MPIOnly;0;3; 0.486759; 0.327803; 0.041017; 0.117939;
MPI+OpenMP;1;3; 0.507419; 0.320520; 0.042527; 0.144372;
MPI+OpenMP;2;3; 0.650595; 0.464389; 0.081037; 0.105169;
